	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6
72194	1512	1051	1353	1264	1303	1427
70192	0	0	0	0	0	1
73945	1267	1391	1333	1142	1230	1289
74044	660	884	745	551	636	642
69810	232	108	151	152	160	160
101612	220	325	265	258	273	262
19766	2243	2385	2246	2120	2209	2224
213989	37	26	46	43	42	38
107732	682	699	751	764	720	739
94091	425	457	564	449	467	480
102633525	0	0	1	0	0	1
171168	0	0	0	0	0	0
71228	4	2	5	3	2	5
15483	7	9	6	1	1	2
71355	2	2	0	0	1	0
218440	0	0	0	0	0	0
240186	60	70	46	48	56	70
84095	2443	2385	2646	3021	2817	2879
12237	1691	2072	2002	1760	1736	1688
263764	246	275	260	233	238	215
52463	4	0	1	1	1	1
101202	2	0	2	0	1	1
24067	1006	916	793	783	942	842
68533	291	315	287	232	284	238
223723	636	829	756	757	633	622
65972	3569	3659	3634	3387	3130	3395
13998	868	785	805	773	773	869
56406	1313	1430	1431	1481	1329	1306
66209	600	663	615	573	531	600
234911	603	434	501	374	417	395
66526	678	610	714	545	565	628
50753	427	322	393	408	399	389
666738	0	0	0	0	0	1
70052	433	506	497	471	489	422
14629	904	1030	883	882	897	961
242585	201	212	205	203	252	208
69020	97	109	106	73	75	94
76299	1461	1619	1505	1324	1448	1501
237716	0	0	0	0	0	0
100033459	47	25	36	32	17	17
72139	133	98	98	87	88	87
114301	1	0	0	0	0	0
19881	59	72	72	53	56	48
17113	8876	9610	9071	8683	8897	8683
22342	0	1	1	0	1	3
73430	156	128	132	100	113	115
66836	208	209	204	241	193	187
233529	16	2	12	4	4	3
71891	570	461	516	502	461	503
18725	3247	3275	3117	2869	2767	2888
14866	209	182	192	222	194	184
671650	0	0	0	0	0	0
11938	3740	4445	4006	4292	4349	4259
102632152	0	0	0	0	0	0
26382	1002	868	1029	1003	819	845
68079	306	320	339	315	275	282
227656	790	835	848	804	735	704
76467	181	174	175	125	140	137
74393	38	35	30	34	30	26
13113	10	10	11	8	7	8
11566	2218	2651	2331	1891	2160	2004
66412	293	219	253	279	227	280
606496	1385	1582	1512	1643	1641	1469
74596	367	363	406	418	469	421
21827	9	9	11	5	4	12
332175	11	15	14	15	9	10
11520	10342	9505	10341	17091	15170	16826
20773	2169	2328	2164	2024	2086	2100
242748	1	1	1	0	0	1
233071	70	145	115	76	81	70
118446	0	0	0	0	0	0
70045	11	8	11	7	4	2
19055	2396	2436	2255	1980	2182	2105
75415	1282	1172	1220	1085	1171	1200
66427	3049	3353	3146	3160	3353	3276
117591	604	667	626	530	519	523
69551	401	429	432	417	418	386
80898	1490	1541	1327	1295	1447	1465
14570	0	0	2	3	1	2
235907	356	315	295	262	275	291
20474	0	1	0	0	0	0
18566	1	0	0	0	0	1
15586	336	390	414	507	575	523
382395	0	0	0	0	0	0
110829	3487	3459	3029	2640	2702	2722
74238	2	2	0	2	4	0
20588	1063	1405	1248	1073	1071	1078
30953	1	0	2	2	2	2
210766	504	512	447	433	426	388
16158	0	1	0	0	0	0
271842	73	102	78	85	91	104
228829	1391	1274	1409	1272	1242	1338
218333	934	891	983	880	932	972
78600	1	1	1	0	4	1
118568307	113	70	93	97	91	93
11982	185	313	246	158	173	152
22439	60	67	61	54	68	46
66871	36	23	17	25	27	29
77006	871	836	856	842	904	867
69386	4	9	2	0	3	7
108167387	0	0	0	0	0	0
68607	525	546	570	488	460	449
244418	203	245	270	233	216	176
108062	655	667	593	541	611	609
404545	6	5	7	1	5	3
73316	11	23	20	17	18	12
544763	1	0	0	0	0	0
13356	1258	1302	1395	1326	1301	1210
17159	13598	12458	14506	14055	13683	14002
67724	239	270	289	253	278	239
75647	0	0	2	2	0	1
19016	791	495	702	866	813	891
109108	833	858	788	841	894	978
72338	133	79	72	92	78	83
75909	2535	2068	2189	2324	2399	2513
68077	2226	1818	2361	2238	2060	2112
666329	0	0	0	0	0	0
12177	2440	2120	2307	2389	2541	2683
14229	553	1054	724	446	529	442
212114	578	523	524	518	561	504
106025	767	792	850	798	805	808
56615	1921	1638	1778	1634	1756	1693
14525	2	0	2	1	0	0
269397	96	91	111	112	104	129
18816	0	3	3	3	3	4
435766	0	1	0	0	0	0
320213	981	936	921	895	979	978
66855	4237	4221	4692	4720	4440	4607
18481	0	0	0	1	0	0
96957	197	306	254	262	262	258
666348	2	0	0	0	0	0
68563	260	278	313	298	286	244
170799	48	63	49	40	33	33
93742	0	1	0	1	0	1
319277	2103	1895	1776	1646	1651	1730
19200	1921	1889	2200	1946	1845	1738
19222	615	622	634	511	466	449
224440	25	47	35	33	30	38
100039239	0	0	1	1	0	0
68299	964	1058	996	859	933	951
74841	691	662	649	559	626	658
54411	8221	8696	8764	9162	9303	9157
27260	0	1	0	1	1	0
446101	2	15	7	9	7	8
69957	847	957	870	919	827	840
329934	0	0	0	0	0	0
75454	228	188	225	214	210	197
77634	750	613	585	608	547	592
56047	0	0	0	0	0	0
66968	0	0	0	0	0	0
330217	6	1	1	0	1	0
329278	2	1	1	1	1	3
170749	719	795	755	703	669	708
216781	0	0	0	0	0	0
12401	0	0	0	0	0	0
246103	513	453	483	413	436	465
118567466	7	1	1	0	0	1
100040608	32	47	48	26	31	30
11529	1	1	1	0	1	0
13034	59	32	42	31	34	44
26364	2343	2572	2571	2483	2523	2493
14356	502	469	483	539	484	486
382030	673	758	731	606	628	627
212733	1	1	1	0	0	0
67169	55	52	63	63	47	48
26426	779	776	838	879	805	777
77038	1534	1577	1738	1756	1715	1565
76192	5487	5811	5942	6251	6114	5914
212123	464	539	573	463	466	481
77045	122	156	145	126	137	110
381066	256	319	259	169	197	177
320799	102	91	104	77	97	74
243362	10	3	4	8	8	13
320825	5	1	4	1	0	0
242126	94	109	107	87	86	84
18611	7172	6279	6456	8206	7954	8464
74370	1335	1445	1570	1395	1256	1231
210982	606	583	651	520	552	558
399603	1215	1053	1080	907	976	879
102632142	1	0	0	0	0	0
59050	4537	3918	4163	3800	4190	4019
13144	396	388	428	434	388	444
219181	646	662	722	650	668	637
70533	866	913	766	712	762	756
17896	3	1	1	2	3	3
64011	12	6	9	16	9	6
435528	0	1	3	0	1	1
111173	406	538	412	445	436	417
226720	0	0	0	0	0	0
269717	607	587	572	539	537	494
21935	3	0	1	4	3	4
69202	4035	3924	4846	4682	4332	4010
16987	1186	1080	1245	1645	1573	1527
56706	2451	1912	2060	1841	1944	2016
219257	0	0	0	0	0	0
16348	219	217	205	235	223	227
69179	170	235	229	203	197	174
60406	656	830	728	603	672	669
76142	0	1	0	0	0	0
20128	2904	2374	2490	2110	2032	2300
66329	1223	1111	1319	1041	921	895
27267	1227	1458	1294	1574	1512	1443
56264	15	15	20	19	6	16
69906	278	269	271	281	314	270
105980076	0	0	0	0	0	0
14107	9	3	6	7	10	13
109754	4303	4897	5147	5296	5092	4870
50930	67	79	95	48	43	51
65962	16	6	10	7	10	8
16841	0	0	0	0	0	0
233900	1253	1266	1399	1185	1148	1098
83701	1836	2160	2013	1770	1591	1699
20333	864	904	970	839	894	818
74206	416	458	516	461	478	450
245595	0	0	0	0	0	0
66384	611	702	628	545	575	537
18087	2013	2065	1931	1911	1981	1969
106582	654	767	799	673	549	526
192651	14	19	18	17	11	19
14538	45	73	62	24	34	34
99730	525	516	509	440	523	484
212307	2462	2521	2544	2845	2638	2645
73067	785	951	909	942	926	895
14815	1864	1547	1510	1324	1453	1509
73347	0	0	0	0	0	0
22344	959	911	846	714	739	779
11920	513	620	491	377	456	415
68473	270	281	268	256	246	239
73914	637	624	695	564	584	586
18969	491	660	604	569	481	524
68597	219	233	190	191	188	208
108167553	27	39	39	35	42	29
108954	2626	2737	2589	2442	2476	2564
227298	1921	1946	2064	2079	1965	1879
108670	1646	1206	1471	1243	1111	1278
17690	0	1	0	0	0	0
328133	1289	1268	1267	1294	1315	1312
93890	0	1	0	1	0	1
108012	2782	2269	2049	1813	1960	2005
20311	4	2	0	1	1	0
27223	571	550	568	546	554	551
74716	1	0	0	0	0	1
96875	0	0	2	2	1	1
380840	161	202	165	114	162	137
240055	200	276	250	168	146	156
64540	1764	1671	1873	2229	2005	2071
81898	6463	6421	5889	5560	5774	5917
20850	604	634	718	578	478	496
11622	193	122	163	104	114	116
66643	4	10	8	2	14	6
21355	1714	1724	1925	1821	1663	1508
27411	0	0	0	0	0	0
97287	1101	1038	1219	1143	1111	1001
19650	1080	1357	1111	827	932	852
227525	1281	938	1060	877	882	985
70127	2	1	1	1	1	0
12772	5226	1843	3260	2440	1644	2243
17119	490	369	456	371	394	360
23892	1	1	1	1	1	1
631624	455	455	404	270	304	280
619665	0	0	0	0	0	0
19657	0	0	0	0	0	0
17991	714	905	900	948	886	757
77582	983	913	990	1081	1040	974
72306	224	267	285	308	266	234
26909	180	274	206	144	165	165
74254	308	385	355	343	374	334
68098	538	567	611	562	558	560
11843	2861	2994	2768	2818	2958	2727
50907	1586	1700	1735	1602	1642	1524
57813	732	632	734	815	799	833
27280	166	165	216	210	161	219
67993	40	40	24	37	52	24
13388	3	0	2	1	0	2
13134	69	109	63	74	86	88
116871	934	998	981	945	1015	980
14724	1	0	1	1	0	2
20192	0	0	0	0	0	0
240817	0	0	0	0	0	0
68039	38	60	42	25	30	25
110805	0	0	0	0	0	0
216850	287	232	306	271	249	235
668433	0	0	0	0	0	0
218756	1108	913	842	797	787	850
118567625	14	20	4	10	12	10
623661	39	25	37	40	41	40
11684	25	3	14	9	2	8
70155	1110	1186	956	709	806	757
194357	0	0	0	0	0	0
241308	229	230	247	193	194	209
27360	1162	1370	1083	879	949	956
212541	0	3	3	5	1	1
16648	1774	1820	1697	1466	1641	1497
17948	1389	1378	1357	1308	1342	1374
20259	8	8	16	10	9	11
30941	434	427	431	479	437	424
17761	29	27	34	15	14	18
70208	738	752	751	665	694	683
217149	239	264	246	199	201	189
67487	675	611	640	555	542	604
75352	0	0	1	0	0	0
214552	526	687	640	571	515	534
209387	940	727	803	609	635	680
19276	0	0	1	0	0	0
246198	1132	930	1053	1131	1077	1218
668101	306	263	289	205	183	165
73750	4	10	11	16	18	14
102639868	16	20	19	14	16	7
118567440	1	0	0	1	0	0
24030	277	274	324	294	305	278
269254	1494	1559	1533	1329	1381	1371
57246	0	0	0	0	0	0
71998	62	81	79	71	67	90
21422	164	169	180	144	171	173
74133	502	566	544	498	486	562
215335	1560	1741	1829	1403	1418	1342
223691	2801	3130	3244	2969	2906	2846
78412	152	253	224	198	172	145
12725	920	993	993	792	912	858
12389	269	467	305	71	100	80
66073	759	742	793	743	785	747
80876	6125	4606	5902	6255	5998	6142
234344	248	245	192	202	230	199
68810	2	3	2	3	0	1
219149	0	0	1	0	0	1
14051	275	297	218	200	227	203
71213	8	6	4	8	8	8
13346	1	0	1	0	0	0
13185	1869	1865	2039	2013	1959	1991
105247198	0	0	1	1	0	0
100048534	5	0	3	3	4	3
12982	3180	3283	3995	4091	3717	3790
72050	321	422	356	375	365	364
641340	585	598	548	649	697	663
68401	462	606	633	588	601	550
93684	4002	4278	4182	3192	3609	3228
227737	9526	10337	10819	10777	9709	9676
67283	451	437	513	475	472	404
19241	93099	98310	95952	86212	87810	81625
18103	3641	4159	3580	3513	3595	3366
67038	3	7	7	2	6	6
11363	2053	2157	1994	1953	2200	2008
384281	516	532	460	478	539	483
15978	0	0	0	0	0	0
12854	0	0	0	0	0	0
70373	874	786	874	789	779	820
170786	8	4	5	5	4	7
11785	36	53	38	16	22	30
269959	0	0	0	0	0	0
68045	2100	2314	2107	1876	2094	2094
115486882	0	1	0	0	0	0
85308	216	216	219	224	238	204
244853	178	101	116	111	80	101
67771	13546	12798	12558	11250	11808	11604
15247	1458	1372	1388	1452	1465	1518
234836	2	0	0	0	0	2
75029	89	83	95	69	99	72
217216	183	278	243	186	188	148
234309	201	221	184	211	233	207
15403	2	6	3	4	2	4
270156	561	454	434	427	400	485
20970	14673	14758	15470	27088	26344	26067
68744	1680	1456	1665	1437	1349	1416
76788	820	927	920	787	823	796
235184	240	279	269	226	232	236
11826	6	4	6	3	3	3
14123	1836	1642	1853	1890	1702	1777
497652	431	507	509	484	500	397
100088	611	835	760	645	599	542
98432	385	388	414	470	441	456
80891	8501	4846	7439	4418	3813	4404
22375	774	1049	923	1040	984	966
21844	613	836	757	509	487	463
14387	1881	1970	2152	2321	2133	1999
13046	1849	2025	1856	1709	1742	1854
17883	1	1	0	0	1	1
319586	2	1	2	1	1	1
76178	2229	2143	2220	2252	2359	2453
353502	992	1037	1074	1018	916	986
28075	758	753	808	747	776	719
330817	300	350	333	366	403	367
11890	0	6	1	7	3	7
242785	473	403	509	507	509	491
54632	220	280	263	268	253	227
21908	1	0	0	0	0	0
77963	10	7	14	8	8	16
227099	131	160	113	95	116	114
241490	543	531	528	507	509	503
72572	151	218	181	182	201	200
59035	746	910	835	947	881	838
97908	0	1	0	2	1	0
13511	1	0	0	0	0	0
75196	6	8	7	6	5	6
12613	0	0	0	0	0	0
68166	630	781	694	633	723	624
214531	0	0	0	0	1	0
21945	489	518	558	545	502	524
118567992	0	0	0	4	1	1
195564	19	10	14	6	8	10
668661	305	366	341	396	375	398
269878	643	683	790	685	657	665
212281	424	353	350	313	330	354
20969	740	580	793	672	668	669
75099	250	182	191	210	201	194
14593	520	499	456	437	500	514
24099	47	39	37	30	30	32
52589	1	0	0	0	0	0
21761	8617	8851	9051	7817	8440	8080
74412	581	757	677	597	596	556
20519	0	0	0	0	0	0
668158	7	12	5	6	5	6
110006	11395	12118	12059	13607	13476	13481
18002	1377	1407	1533	1306	1242	1258
19697	1597	1585	1895	1746	1707	1588
12424	2	3	1	1	1	2
71517	2340	2429	2508	2502	2539	2471
319190	221	204	218	247	261	282
218503	2165	1732	1699	1422	1443	1473
18857	0	0	0	0	0	0
20349	0	0	1	0	0	0
107753	1	0	0	1	0	0
71954	1344	1410	1449	1429	1339	1330
18706	1439	1322	1280	1212	1214	1235
57330	722	720	859	796	723	725
71678	3014	2988	2874	2753	2912	2963
333669	0	2	2	2	2	3
103136	577	726	627	608	658	634
22278	1048	1009	1120	948	875	949
76500	353	356	402	331	315	327
94346	13	3	12	6	8	8
234776	762	781	849	809	810	804
19182	2476	2847	2809	2646	2564	2478
240427	0	0	0	0	0	1
71148	1321	1078	1029	871	933	980
20656	1229	1127	1196	1228	1294	1240
211401	3501	3540	3373	3345	3401	3384
71712	1438	1234	1251	1296	1364	1296
226856	1417	1417	1228	1134	1237	1243
12367	1113	1095	1041	973	1054	999
67308	237	281	268	260	283	239
72413	0	0	0	0	0	0
13861	1	0	0	0	0	0
192663	0	2	2	0	2	0
68021	417	458	496	473	458	461
15930	0	0	0	1	0	0
242409	48	41	43	47	53	36
11855	668	548	515	429	468	460
12328	533	511	554	497	485	588
225027	1309	1686	1471	1432	1356	1397
16151	1484	1381	1382	1225	1337	1355
66168	3484	3343	3852	4355	3961	3830
101113	245	221	266	228	221	182
320844	21	44	34	31	24	28
105246961	193	174	155	104	145	137
67181	2001	2022	2039	2059	2024	1928
27029	1190	1449	1525	1404	1344	1273
230073	1566	1399	1498	1063	1039	1105
12343	9558	8087	8605	7807	8475	8702
27762	59	35	45	32	34	31
227929	838	627	720	459	526	502
494448	794	837	797	658	661	641
17179	263	134	240	348	302	359
93687	3596	3627	3534	3094	3320	3227
12033	902	907	841	695	899	791
216766	356	455	437	451	457	424
69186	1086	952	1086	1128	1059	929
319446	4908	4086	5276	4387	4325	4540
66491	382	459	399	386	398	430
319182	2	0	1	3	2	1
23808	943	1200	1117	841	933	950
242037	0	0	0	1	0	0
211488	866	831	781	900	988	864
67841	1115	1251	1278	1067	1214	1213
328967	28	13	26	18	12	25
72096	177	222	185	192	188	162
227394	1	0	0	0	0	0
666548	0	0	1	0	0	0
68876	69	81	73	82	95	83
27388	400	426	465	479	451	436
67933	349	375	335	315	349	347
58185	685	530	661	516	531	620
66244	915	866	846	679	775	739
68776	611	583	588	456	514	480
20170	376	375	402	443	402	380
118568348	23	15	19	27	34	34
68709	0	0	1	0	0	0
108037	689	1310	1073	1196	1234	1107
80281	2709	2803	2735	2447	2462	2434
93703	62	85	62	56	54	64
214899	1126	963	928	833	846	873
210126	690	671	692	611	718	740
109145	582	733	628	577	575	590
108123	968	1052	1082	920	996	930
16559	6	3	4	2	3	4
78752	1222	1096	1035	923	896	936
268490	540	638	552	527	542	478
217333	1018	1381	1406	1190	1114	950
24071	931	832	770	706	798	753
75623	172	222	171	154	153	151
434797	0	0	0	0	0	0
68652	3437	3288	3228	3077	3132	3229
235416	0	0	0	1	0	0
56031	312	380	314	307	342	353
69480	8	21	9	22	20	18
73178	418	468	409	375	403	391
217140	43	54	45	57	54	40
75778	88	90	86	82	112	109
107589	23	16	20	21	15	19
13829	2	5	8	9	10	7
14854	351	349	336	339	320	357
67685	7	9	8	3	6	2
15903	20	51	43	36	34	42
11655	2948	2494	3055	3486	3314	3522
14531	0	0	0	0	0	0
11782	183	206	175	209	206	197
76448	4059	4088	4097	3502	3427	3452
258325	9	13	13	13	16	15
74347	294	280	280	249	259	250
53379	15352	16110	13507	11709	12353	12673
257635	2	2	3	2	1	2
13390	0	0	0	2	0	0
74178	576	518	612	682	604	661
637515	724	719	766	585	466	591
237898	820	734	737	668	724	735
29817	6	2	7	15	6	8
225888	684	556	612	655	618	686
53415	1069	1314	1207	1262	1336	1188
219072	354	497	447	350	305	307
112403	273	309	317	269	282	261
13972	42	64	55	55	46	58
68915	179	218	232	229	210	233
20408	0	0	0	0	0	0
19259	0	1	1	0	0	0
77106	1190	1282	1179	1285	1337	1265
53618	493	571	502	394	421	495
77018	0	0	0	0	0	0
12704	372	562	555	324	314	287
100113365	65	71	71	77	78	50
228136	1549	1960	1797	1673	1639	1718
100038969	0	1	0	0	0	0
16476	2130	2911	2771	2630	2426	2311
327958	0	0	0	0	0	0
57434	164	235	184	149	162	141
27998	302	392	351	391	306	301
71089	0	0	0	0	0	0
16451	4000	4308	4204	3862	3916	3858
227682	360	368	408	383	342	319
104184	1707	1912	1781	1378	1486	1496
66973	349	536	434	493	525	486
231932	1	0	0	0	0	1
217109	453	602	427	409	509	499
22327	972	912	767	647	675	705
66350	140	225	199	193	206	233
97212	2549	2437	2650	2859	2904	2852
69116	2971	3292	3435	3522	3326	3398
30962	0	0	0	0	0	0
228491	194	145	161	120	142	145
74481	93	60	83	110	72	98
229474	20	16	16	14	12	11
102791	279	290	317	359	361	326
228876	32	40	36	18	41	19
637776	3	3	0	3	3	3
23988	524	698	697	651	685	623
68115	253	253	266	270	253	283
381738	0	0	0	0	0	0
218639	213	234	177	163	214	180
223775	148	172	191	206	161	189
78251	61	30	44	35	33	39
228151	0	0	0	0	0	0
19305	1073	1032	1112	999	1051	963
237979	2	0	4	3	1	3
213272	0	0	0	1	1	0
14297	90	102	75	103	105	88
18146	52	45	62	50	54	52
107999	157	174	188	250	206	185
381680	1243	726	1004	961	691	891
218476	1	0	0	1	1	0
100561	1556	1365	1536	1585	1464	1385
53860	4690	4932	5037	4289	4157	4089
207667	0	0	0	0	0	0
54670	9	6	15	13	9	7
381629	930	883	1032	960	915	980
56289	518	539	593	594	535	492
93838	28	22	31	28	41	27
382034	684	835	784	769	781	745
55985	0	0	0	0	0	0
270672	106	100	90	87	109	95
67568	4843	4711	4640	4207	4478	4580
75304	13	7	7	10	6	4
67338	304	229	265	242	215	246
226610	60	37	48	96	78	80
12953	168	186	192	184	179	168
55943	611	653	602	637	637	616
16421	1632	2122	2018	1341	1270	1010
16618	1	0	0	0	0	0
18045	339	375	347	285	292	325
16190	2462	2537	2647	1867	1731	1878
20351	1426	1286	1499	1492	1367	1321
212439	24	21	23	17	29	22
26441	2094	2356	2050	1818	2069	1953
67877	1704	1912	1842	1827	1817	1831
232533	218	265	218	276	274	267
67492	142	167	131	149	160	113
12684	5	6	9	7	10	0
27632	619	736	657	710	685	703
105244844	1	0	3	5	0	0
545389	1568	1628	1435	1312	1328	1273
329416	568	477	562	468	529	507
58175	0	0	0	0	0	0
57912	3634	3899	3776	3379	3398	3429
223658	2029	2138	2599	2615	2387	2292
76267	3317	2761	3177	3942	3723	3817
105787	1196	1175	1035	980	1017	1064
12151	542	487	427	454	486	533
93765	1689	1931	1656	1637	1782	1734
66198	0	0	0	0	0	0
77781	715	646	663	600	673	673
15510	3368	3889	3304	3569	4136	4073
320332	0	1	0	0	0	0
70160	957	1037	971	853	931	889
14762	0	0	0	0	0	0
57746	80	104	81	59	64	52
14707	2431	2406	2340	2620	2587	2438
77485	0	0	0	1	0	0
12045	731	1114	772	863	995	939
231646	4	3	2	2	2	2
67437	6947	6356	5937	5453	6162	6109
56544	2	0	1	1	1	0
22294	167	207	180	161	197	167
20928	0	0	0	2	1	0
66684	950	975	952	818	951	833
14670	979	1017	1074	1040	1113	1016
14884	990	1026	925	916	993	943
14677	0	0	0	1	0	0
71960	0	0	1	0	0	0
276829	0	1	1	1	0	0
22700	268	232	243	166	161	183
67222	258	282	241	273	245	244
242316	0	0	0	0	0	0
12121	9	5	7	1	5	3
59079	2418	2136	2113	1731	1711	1855
21645	0	0	0	0	0	0
223601	2920	2930	2978	2692	2680	2713
65105	579	721	720	616	642	605
17246	2084	2286	1952	1964	2107	2145
76260	99	134	102	120	111	106
54368	3	0	5	2	0	2
76074	52	39	37	46	30	36
108897	0	0	0	0	0	0
107626	0	0	0	0	0	0
71162	0	0	0	0	0	0
333182	11	8	22	15	8	10
319236	891	621	626	603	605	656
118568135	0	0	0	0	0	0
20044	12792	11101	12036	11262	11267	11238
76453	2	0	1	0	0	2
216622	1	0	1	0	2	1
17132	6384	5210	5134	3342	3389	3437
13819	74	86	76	126	137	124
68659	696	661	657	928	988	1047
69297	2	7	2	0	5	2
102162	417	473	471	441	452	456
59001	210	265	213	166	172	185
68310	208	181	196	160	151	187
68512	443	558	500	550	503	491
75939	300	369	289	246	243	207
216350	5	11	5	6	8	8
213550	369	401	398	379	367	399
210376	1170	1398	1274	1134	1307	1217
213171	0	0	0	0	0	0
73112	959	974	912	736	757	741
28040	776	801	752	672	637	708
102633740	0	0	1	2	0	0
17311	287	326	259	276	282	270
12915	1591	1760	1848	1751	1803	1534
69032	137	115	127	85	119	75
432611	3	0	1	2	1	1
100041306	1	0	0	0	0	0
320415	3	4	3	2	0	2
20585	1148	945	958	751	821	830
207615	836	813	797	752	742	742
224129	0	0	3	0	1	1
115487193	1	2	0	0	0	0
64658	435	455	417	431	478	423
242669	65	101	87	80	89	73
17449	3612	3885	3581	3855	4088	3948
20807	741	869	982	975	847	788
74355	1662	1932	1671	1335	1472	1462
234582	14	9	9	11	8	5
74111	381	468	441	412	408	385
109205	0	0	0	0	1	0
216846	208	285	253	183	208	185
217258	1	2	1	1	2	1
16661	27	23	20	11	25	11
52857	1368	1245	1524	1458	1303	1258
319170	0	0	0	0	0	0
229709	2584	2628	2360	2407	2497	2303
66059	922	1103	1026	1085	1078	974
71774	0	0	0	0	0	1
107771	204	186	241	210	155	177
217588	193	220	202	169	171	171
110784	4	3	6	4	4	4
268822	190	184	217	238	224	216
107305	884	813	992	869	856	864
54167	6	3	4	2	0	5
75734	1301	1342	1226	1248	1358	1328
217265	66	64	57	51	57	50
223455	2393	2285	2365	2339	2392	2435
217217	0	1	1	0	2	1
67155	728	731	744	701	682	687
57755	0	2	1	1	1	2
17390	11	4	7	14	5	10
653016	0	1	0	0	0	0
59024	1416	1427	1442	1553	1331	1415
74104	282	361	345	350	340	321
216363	100	133	109	129	110	142
20742	2125	2488	2250	1894	1876	1848
12260	37078	31043	39859	43223	39836	39743
319152	1	0	0	1	1	2
230673	1083	1104	1182	1184	1118	1113
170439	376	338	344	423	435	422
20215	5	6	6	6	5	4
50877	46	59	42	42	47	35
108989	3599	4215	3795	2887	3031	2878
71994	10	13	11	28	18	10
22784	0	0	1	0	1	0
15400	3	5	5	4	3	4
67867	101	122	123	108	126	122
67454	271	308	289	218	225	268
18519	802	782	722	686	687	607
212555	547	571	592	558	565	540
21676	1	0	0	3	0	1
71375	741	696	765	647	659	707
232441	0	0	0	0	0	0
13204	2834	3068	2690	2507	2558	2653
235599	2	1	4	4	1	4
69163	485	498	512	575	571	523
330812	1957	1718	1685	1527	1608	1703
12859	1710	1939	1862	1830	1809	1690
68016	1	0	1	0	1	0
217316	1	0	0	0	0	0
56484	1830	1498	1686	1734	1754	1730
12190	244	364	254	161	193	186
668618	0	0	0	1	0	0
14089	7	6	3	3	3	3
237459	574	587	559	610	652	668
14148	133	202	160	135	150	156
100039968	192	188	212	245	247	244
71820	137	146	150	131	138	128
11733	48	62	48	42	56	47
12972	398	463	448	344	431	400
11881	1198	1735	1401	1005	1025	931
434693	0	0	2	1	0	0
58991	0	0	0	1	1	1
212531	532	616	586	1084	1144	1180
76886	1	0	0	0	0	0
230784	336	416	419	447	479	405
72313	1003	1048	1088	964	918	947
246738	129	115	119	118	121	114
433693	994	1082	1069	959	932	870
20918	5198	4483	4606	4700	5346	5278
17305	174	137	196	134	159	148
67657	258	252	228	200	218	249
72459	810	963	838	723	802	769
239364	0	0	0	0	0	0
215789	702	720	705	703	701	737
57915	1142	1416	1309	1322	1350	1255
100042776	0	0	0	0	0	0
100502876	1	3	0	0	0	3
93884	0	1	0	0	0	0
24057	25	23	24	13	23	24
232680	2	0	1	0	0	1
71881	907	1102	975	814	921	860
231413	1485	1561	1416	1266	1455	1371
70584	262	283	373	307	280	277
